ID,Camion ID,Départ,Arrivée,distance_km,Marchandise,marchandise_code,Poids (kg),Volume (m³),Capacité poids max(kg),Capacité volume max(m³),Type camion,type_camion_detail,vehicule_code,taux_remplissage,densite_ratio,charge_x_distance,route_code,heure_debut,heure_fin,duree_h,jour_semaine,mois,est_weekend,heure_sin,heure_cos,consommation_L,coef_dynamique
133,38,Marrakech,Casablanca,243.0,Métal,2,24805,80.11,26000,90,Semi-remorque,Camionnette,0,0.9540384615384615,309.63674946947947,231.83134615384614,1,10,18,8,4,4,0,0.49999999999999994,-0.8660254037844387,38.0,1.421623643845866
134,44,Rabat,Marrakech,325.0,Électronique,0,1472,10.18,1500,14,Camionnette,Camionnette,0,0.9813333333333333,144.59724950884086,318.93333333333334,1,7,15,8,0,5,0,0.9659258262890683,-0.25881904510252063,44.01,1.231048951048951
135,31,Rabat,Casablanca,87.0,Électronique,0,1438,10.36,1500,14,Camionnette,Camionnette,0,0.9586666666666667,138.8030888030888,83.404,3,10,16,6,2,4,0,0.49999999999999994,-0.8660254037844387,12.08,1.2622779519331244
136,29,Rabat,Casablanca,87.0,Électronique,0,1500,8.82,1500,14,Camionnette,Porteur 19T Frigo,2,1.0,170.06802721088434,87.0,3,8,16,8,4,4,0,0.8660254037844387,-0.4999999999999998,31.91,1.3099343185550083
138,43,Rabat,Marrakech,325.0,Textile,1,6338,36.46,9000,50,Porteur,Porteur 19T Frigo,2,0.7292000000000001,173.83433900164565,236.99,1,8,15,7,6,4,1,0.8660254037844387,-0.4999999999999998,105.05,1.1543956043956043
139,26,Agadir,Fes,716.0,Électronique,0,1355,12.35,1500,14,Camionnette,Porteur 19T Frigo,2,0.9033333333333333,109.7165991902834,646.7866666666666,0,12,16,4,0,5,0,1.2246467991473532e-16,-1.0,275.74,1.3753990422984839
140,28,Rabat,Casablanca,87.0,Textile,1,8470,44.33,9000,50,Porteur,Porteur 19T Frigo,2,0.9411111111111111,191.06699751861044,81.87666666666667,3,7,15,8,3,4,0,0.9659258262890683,-0.25881904510252063,33.02,1.3555008210180626
141,4,Marrakech,Rabat,325.0,Textile,1,6805,47.23,9000,50,Porteur,Semi-remorque,3,0.9445999999999999,144.0821511751006,306.99499999999995,1,8,16,8,1,5,0,0.8660254037844387,-0.4999999999999998,147.29,1.2948571428571427
142,17,Agadir,Casablanca,508.0,Électronique,0,1284,11.77,1500,14,Camionnette,Porteur,1,0.856,109.0909090909091,434.848,0,11,17,6,0,5,0,0.258819045102521,-0.9659258262890682,128.27,1.1477272727272727
143,31,Agadir,Casablanca,508.0,Électronique,0,1451,12.67,1500,14,Camionnette,Camionnette,0,0.9673333333333334,114.52249408050513,491.4053333333334,0,8,12,4,1,4,0,0.8660254037844387,-0.4999999999999998,75.23,1.3462777380100215
144,44,Casablanca,Tanger,340.0,Métal,2,24169,87.02,26000,90,Semi-remorque,Camionnette,0,0.9668888888888888,277.7407492530453,328.7422222222222,1,8,14,6,3,4,0,0.8660254037844387,-0.4999999999999998,42.53,1.1371657754010696
145,48,Tanger,Rabat,271.0,Électronique,0,1240,8.45,1500,14,Camionnette,Camionnette,0,0.8266666666666667,146.74556213017752,224.02666666666667,1,7,14,7,2,4,0,0.9659258262890683,-0.25881904510252063,37.24,1.2492452197249246
146,49,Marrakech,Tanger,574.0,Textile,1,8652,36.21,9000,50,Porteur,Semi-remorque,3,0.9613333333333334,238.93951946975972,551.8053333333334,0,10,15,5,0,4,0,0.49999999999999994,-0.8660254037844387,281.93,1.4033349925335987
147,21,Tanger,Agadir,800.0,Électronique,0,1293,9.54,1500,14,Camionnette,Porteur 19T Frigo,2,0.862,135.53459119496856,689.6,0,11,16,5,6,5,1,0.258819045102521,-0.9659258262890682,268.89,1.2004017857142857
148,47,Fes,Rabat,198.0,Métal,2,25415,86.99,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9775,292.16001839291874,193.54500000000002,1,11,17,6,5,4,1,0.258819045102521,-0.9659258262890682,69.98,1.2622655122655124
149,11,Tanger,Casablanca,340.0,Textile,1,5255,31.2,9000,50,Porteur,Porteur,1,0.624,168.42948717948718,212.16,1,10,14,4,4,4,0,0.49999999999999994,-0.8660254037844387,86.99,1.1629679144385026
150,5,Tanger,Agadir,800.0,Textile,1,7063,31.73,9000,50,Porteur,Semi-remorque,3,0.7847777777777778,222.59691144027732,627.8222222222222,0,11,14,3,3,5,0,0.258819045102521,-0.9659258262890682,324.82,1.1600714285714286
152,50,Tanger,Agadir,800.0,Textile,1,5971,48.04,9000,50,Porteur,Porteur,1,0.9608,124.29225645295587,768.64,0,11,16,5,2,5,0,0.258819045102521,-0.9659258262890682,197.97,1.1248295454545454
153,34,Marrakech,Casablanca,243.0,Métal,2,24685,87.09,26000,90,Semi-remorque,Camionnette,0,0.9676666666666667,283.44241589160634,235.143,1,7,15,8,4,5,0,0.9659258262890683,-0.25881904510252063,33.33,1.2469135802469136
155,19,Tanger,Agadir,800.0,Textile,1,7687,49.38,9000,50,Porteur,Porteur,1,0.9876,155.6703118671527,790.08,0,7,11,4,5,5,1,0.9659258262890683,-0.25881904510252063,205.47,1.1674431818181819
156,39,Tanger,Fes,317.0,Métal,2,24591,84.24,26000,90,Semi-remorque,Camionnette,0,0.9458076923076923,291.91595441595445,299.8210384615385,1,12,20,8,6,4,1,1.2246467991473532e-16,-1.0,44.34,1.2715801548609122
157,9,Agadir,Rabat,566.0,Métal,2,24942,82.28,26000,90,Semi-remorque,Semi-remorque,3,0.9593076923076923,303.1356344190569,542.9681538461539,0,7,12,5,0,4,0,0.9659258262890683,-0.25881904510252063,232.06,1.1714285714285715
158,33,Fes,Rabat,198.0,Électronique,0,1478,9.52,1500,14,Camionnette,Camionnette,0,0.9853333333333333,155.25210084033614,195.096,1,6,9,3,6,5,1,1.0,6.123233995736766e-17,29.67,1.362258953168044
159,27,Marrakech,Tanger,574.0,Électronique,0,1201,13.33,1500,14,Camionnette,Porteur 19T Frigo,2,0.9521428571428572,90.09752438109527,546.53,0,7,11,4,2,5,0,0.9659258262890683,-0.25881904510252063,199.11,1.238862618218019
160,18,Casablanca,Agadir,508.0,Textile,1,7393,36.58,9000,50,Porteur,Porteur,1,0.8214444444444444,202.10497539639147,417.2937777777778,0,9,13,4,6,4,1,0.7071067811865476,-0.7071067811865475,132.11,1.1820866141732285
161,43,Marrakech,Tanger,574.0,Métal,2,25968,84.14,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9987692307692307,308.62847634894223,573.2935384615384,0,10,14,4,2,5,0,0.49999999999999994,-0.8660254037844387,221.19,1.376244400199104
162,41,Fes,Rabat,198.0,Textile,1,8932,45.98,9000,50,Porteur,Semi-remorque,3,0.9924444444444445,194.25837320574163,196.504,1,7,13,6,2,5,0,0.9659258262890683,-0.25881904510252063,80.11,1.1559884559884561
163,22,Fes,Agadir,716.0,Textile,1,7700,43.61,9000,50,Porteur,Porteur 19T Frigo,2,0.8722,176.56500802568218,624.4952,0,8,10,2,2,5,0,0.8660254037844387,-0.4999999999999998,259.9,1.296388667198723
164,8,Casablanca,Agadir,508.0,Électronique,0,1319,13.07,1500,14,Camionnette,Semi-remorque,3,0.9335714285714286,100.91813312930374,474.25428571428574,0,11,15,4,3,4,0,0.258819045102521,-0.9659258262890682,236.5,1.3301462317210349
165,8,Tanger,Agadir,800.0,Métal,2,24902,82.91,26000,90,Semi-remorque,Semi-remorque,3,0.9577692307692308,300.34977686648176,766.2153846153847,0,10,18,8,4,5,0,0.49999999999999994,-0.8660254037844387,313.57,1.119892857142857
166,27,Fes,Agadir,716.0,Électronique,0,1415,8.27,1500,14,Camionnette,Porteur 19T Frigo,2,0.9433333333333334,171.10036275695285,675.4266666666667,0,11,19,8,4,4,0,0.258819045102521,-0.9659258262890682,263.03,1.3120011971268954
167,17,Fes,Tanger,317.0,Textile,1,8748,46.66,9000,50,Porteur,Porteur,1,0.972,187.48392627518217,308.12399999999997,1,6,11,5,2,4,0,1.0,6.123233995736766e-17,88.04,1.262403211930026
168,43,Agadir,Marrakech,253.0,Électronique,0,1292,13.2,1500,14,Camionnette,Porteur 19T Frigo,2,0.9428571428571428,97.87878787878789,238.54285714285714,1,10,15,5,3,4,0,0.49999999999999994,-0.8660254037844387,96.23,1.35841332580463
169,18,Casablanca,Tanger,340.0,Textile,1,8794,43.23,9000,50,Porteur,Porteur,1,0.9771111111111112,203.42354846171642,332.21777777777777,1,6,12,6,0,4,0,1.0,6.123233995736766e-17,86.16,1.1518716577540107
172,31,Tanger,Fes,317.0,Textile,1,7774,38.94,9000,50,Porteur,Camionnette,0,0.8637777777777778,199.64047252182846,273.81755555555554,1,12,20,8,4,4,0,1.2246467991473532e-16,-1.0,39.04,1.1195870375681103
173,37,Fes,Marrakech,533.0,Textile,1,6600,35.2,9000,50,Porteur,Camionnette,0,0.7333333333333333,187.49999999999997,390.8666666666666,0,7,13,6,2,5,0,0.9659258262890683,-0.25881904510252063,71.55,1.2203650008528055
174,16,Casablanca,Rabat,87.0,Métal,2,25833,82.72,26000,90,Semi-remorque,Porteur,1,0.993576923076923,312.29448742746615,86.4411923076923,3,12,15,3,4,4,0,1.2246467991473532e-16,-1.0,24.32,1.270637408568443
175,7,Agadir,Casablanca,508.0,Métal,2,24256,89.65,26000,90,Semi-remorque,Semi-remorque,3,0.9961111111111112,270.5633017289459,506.0244444444445,0,8,14,6,5,5,1,0.8660254037844387,-0.4999999999999998,225.41,1.2677727784026995
176,16,Casablanca,Tanger,340.0,Textile,1,8173,33.71,9000,50,Porteur,Porteur,1,0.9081111111111111,242.45031148027292,308.7577777777778,1,9,11,2,1,5,0,0.7071067811865476,-0.7071067811865475,93.69,1.2525401069518716
177,29,Tanger,Fes,317.0,Électronique,0,1328,10.52,1500,14,Camionnette,Porteur 19T Frigo,2,0.8853333333333333,126.23574144486693,280.65066666666667,1,6,10,4,2,4,0,1.0,6.123233995736766e-17,109.18,1.2300585849481749
178,45,Rabat,Fes,198.0,Électronique,0,1463,13.06,1500,14,Camionnette,Semi-remorque,3,0.9753333333333334,112.02143950995405,193.116,1,12,18,6,3,4,0,1.2246467991473532e-16,-1.0,87.4,1.2611832611832614
179,23,Marrakech,Rabat,325.0,Textile,1,6691,38.23,9000,50,Porteur,Porteur 19T Frigo,2,0.7646,175.01961810096785,248.49499999999998,1,12,17,5,6,5,1,1.2246467991473532e-16,-1.0,115.82,1.2727472527472528
180,17,Casablanca,Agadir,508.0,Métal,2,24028,88.54,26000,90,Semi-remorque,Porteur,1,0.9837777777777779,271.3801671560876,499.75911111111117,0,9,16,7,5,5,1,0.7071067811865476,-0.7071067811865475,133.28,1.192555476020043
183,9,Casablanca,Rabat,87.0,Métal,2,24353,81.07,26000,90,Semi-remorque,Semi-remorque,3,0.9366538461538462,300.394720611817,81.48888461538462,3,11,19,8,4,5,0,0.258819045102521,-0.9659258262890682,41.79,1.3724137931034484
184,31,Fes,Casablanca,302.0,Électronique,0,1295,9.59,1500,14,Camionnette,Camionnette,0,0.8633333333333333,135.03649635036496,260.72666666666663,1,8,15,7,0,5,0,0.8660254037844387,-0.4999999999999998,41.54,1.2504515352197472
185,10,Casablanca,Marrakech,243.0,Métal,2,25984,87.14,26000,90,Semi-remorque,Semi-remorque,3,0.9993846153846154,298.1868257975671,242.85046153846156,1,6,14,8,3,5,0,1.0,6.123233995736766e-17,98.7,1.1604938271604939
186,44,Marrakech,Agadir,253.0,Électronique,0,1216,12.33,1500,14,Camionnette,Camionnette,0,0.8807142857142857,98.62124898621249,222.82071428571427,1,7,15,8,0,4,0,0.9659258262890683,-0.25881904510252063,35.3,1.2684153790873158
188,11,Marrakech,Agadir,253.0,Textile,1,8936,49.72,9000,50,Porteur,Porteur,1,0.9944,179.72646822204345,251.58319999999998,1,8,13,5,2,5,0,0.8660254037844387,-0.4999999999999998,65.43,1.175530003593245
189,4,Fes,Agadir,716.0,Textile,1,8167,46.47,9000,50,Porteur,Semi-remorque,3,0.9294,175.7477942758769,665.4504000000001,0,12,16,4,3,5,0,1.2246467991473532e-16,-1.0,323.41,1.290542697525938
190,32,Casablanca,Marrakech,243.0,Électronique,0,1467,11.04,1500,14,Camionnette,Camionnette,0,0.978,132.88043478260872,237.654,1,10,16,6,2,4,0,0.49999999999999994,-0.8660254037844387,35.58,1.3310886644219977
191,14,Casablanca,Fes,302.0,Métal,2,24514,86.98,26000,90,Semi-remorque,Porteur,1,0.9664444444444444,281.83490457576454,291.86622222222223,1,7,9,2,4,5,0,0.9659258262890683,-0.25881904510252063,78.43,1.1804635761589406
192,33,Rabat,Marrakech,325.0,Électronique,0,1400,12.43,1500,14,Camionnette,Camionnette,0,0.9333333333333333,112.63073209975865,303.3333333333333,1,10,16,6,3,5,0,0.49999999999999994,-0.8660254037844387,46.64,1.3046153846153847
193,49,Casablanca,Tanger,340.0,Textile,1,7734,36.18,9000,50,Porteur,Semi-remorque,3,0.8593333333333333,213.76451077943616,292.1733333333333,1,6,12,6,3,4,0,1.0,6.123233995736766e-17,148.15,1.2449579831932773
194,9,Fes,Casablanca,302.0,Métal,2,24418,86.59,26000,90,Semi-remorque,Semi-remorque,3,0.9621111111111111,281.995611502483,290.55755555555555,1,11,15,4,4,4,0,0.258819045102521,-0.9659258262890682,137.59,1.3017029328287606
195,9,Agadir,Marrakech,253.0,Textile,1,8216,49.24,9000,50,Porteur,Semi-remorque,3,0.9848,166.8562144597888,249.1544,1,10,13,3,4,4,0,0.49999999999999994,-0.8660254037844387,122.91,1.3880293619424053
196,33,Casablanca,Fes,302.0,Textile,1,8135,31.62,9000,50,Porteur,Camionnette,0,0.9038888888888889,257.2738772928526,272.97444444444443,1,10,12,2,5,4,1,0.49999999999999994,-0.8660254037844387,40.13,1.208007224563516
197,14,Rabat,Agadir,566.0,Électronique,0,1231,12.88,1500,14,Camionnette,Porteur,1,0.92,95.57453416149067,520.72,0,7,13,6,5,5,1,0.9659258262890683,-0.25881904510252063,146.23,1.174349502088018
198,4,Marrakech,Tanger,574.0,Électronique,0,1391,8.89,1500,14,Camionnette,Semi-remorque,3,0.9273333333333333,156.46794150731156,532.2893333333334,0,12,15,3,3,4,0,1.2246467991473532e-16,-1.0,234.27,1.1661025385764061
199,10,Casablanca,Rabat,87.0,Textile,1,5661,32.68,9000,50,Porteur,Semi-remorque,3,0.6536,173.2252141982864,56.8632,3,11,17,6,3,5,0,0.258819045102521,-0.9659258262890682,33.69,1.1064039408866995
200,18,Fes,Marrakech,533.0,Électronique,0,1363,13.54,1500,14,Camionnette,Porteur,1,0.9671428571428571,100.66469719350074,515.4871428571428,0,11,19,8,5,4,1,0.258819045102521,-0.9659258262890682,144.94,1.2360566263005286
201,27,Agadir,Rabat,566.0,Électronique,0,1401,12.25,1500,14,Camionnette,Porteur 19T Frigo,2,0.934,114.36734693877551,528.644,0,9,16,7,6,4,1,0.7071067811865476,-0.7071067811865475,209.46,1.3216809692074711
202,17,Casablanca,Fes,302.0,Textile,1,6315,34.52,9000,50,Porteur,Porteur,1,0.7016666666666667,182.9374275782155,211.90333333333334,1,7,15,8,2,5,0,0.9659258262890683,-0.25881904510252063,79.39,1.1949127031908489
204,15,Rabat,Casablanca,87.0,Métal,2,24762,83.0,26000,90,Semi-remorque,Porteur,1,0.9523846153846154,298.33734939759034,82.85746153846154,3,6,14,8,1,4,0,1.0,6.123233995736766e-17,24.87,1.2993730407523512
205,40,Agadir,Rabat,566.0,Électronique,0,1485,11.03,1500,14,Camionnette,Camionnette,0,0.99,134.6328195829556,560.34,0,10,16,6,0,5,0,0.49999999999999994,-0.8660254037844387,77.73,1.2484741407002893
206,5,Marrakech,Fes,533.0,Textile,1,8536,45.17,9000,50,Porteur,Semi-remorque,3,0.9484444444444444,188.97498339605932,505.52088888888886,0,7,11,4,4,4,0,0.9659258262890683,-0.25881904510252063,250.91,1.3450013401232912
207,49,Marrakech,Agadir,253.0,Électronique,0,1371,11.52,1500,14,Camionnette,Semi-remorque,3,0.914,119.01041666666667,231.24200000000002,1,11,14,3,0,4,0,0.258819045102521,-0.9659258262890682,107.06,1.2090344438170526
208,34,Casablanca,Fes,302.0,Électronique,0,1235,9.95,1500,14,Camionnette,Camionnette,0,0.8233333333333334,124.12060301507539,248.64666666666668,1,9,14,5,6,4,1,0.7071067811865476,-0.7071067811865475,46.6,1.4027694160144493
209,37,Rabat,Agadir,566.0,Métal,2,25032,86.42,26000,90,Semi-remorque,Camionnette,0,0.9627692307692308,289.6551724137931,544.9273846153847,0,9,12,3,6,5,1,0.7071067811865476,-0.7071067811865475,80.15,1.2873433986508194
213,43,Casablanca,Tanger,340.0,Textile,1,8124,41.0,9000,50,Porteur,Porteur 19T Frigo,2,0.9026666666666666,198.14634146341464,306.90666666666664,1,8,10,2,0,4,0,0.8660254037844387,-0.4999999999999998,116.22,1.220798319327731
214,21,Fes,Agadir,716.0,Textile,1,8843,36.17,9000,50,Porteur,Porteur 19T Frigo,2,0.9825555555555555,244.48437931987834,703.5097777777778,0,7,9,2,4,5,0,0.9659258262890683,-0.25881904510252063,245.36,1.2238627294493218
215,31,Agadir,Tanger,800.0,Métal,2,24287,86.38,26000,90,Semi-remorque,Camionnette,0,0.9597777777777777,281.1646214401482,767.8222222222222,0,11,13,2,4,4,0,0.258819045102521,-0.9659258262890682,112.27,1.2757954545454544
216,5,Marrakech,Fes,533.0,Métal,2,24986,88.89,26000,90,Semi-remorque,Semi-remorque,3,0.9876666666666667,281.08898638767016,526.4263333333333,0,10,15,5,1,4,0,0.49999999999999994,-0.8660254037844387,229.49,1.23017957652104
217,18,Agadir,Casablanca,508.0,Métal,2,25186,80.52,26000,90,Semi-remorque,Porteur,1,0.9686923076923077,312.7918529557874,492.09569230769233,0,6,10,4,4,5,0,1.0,6.123233995736766e-17,144.77,1.2953650680028632
218,7,Fes,Agadir,716.0,Métal,2,25295,82.8,26000,90,Semi-remorque,Semi-remorque,3,0.9728846153846153,305.49516908212564,696.5853846153846,0,9,13,4,3,5,0,0.7071067811865476,-0.7071067811865475,320.4,1.2785315243415802
219,35,Rabat,Fes,198.0,Métal,2,24772,81.42,26000,90,Semi-remorque,Camionnette,0,0.9527692307692308,304.2495701301891,188.6483076923077,1,8,12,4,6,4,1,0.8660254037844387,-0.4999999999999998,26.85,1.2327823691460056
220,31,Tanger,Fes,317.0,Électronique,0,1383,12.22,1500,14,Camionnette,Camionnette,0,0.922,113.17512274959083,292.274,1,11,16,5,4,4,0,0.258819045102521,-0.9659258262890682,40.73,1.1680527674218526
221,15,Fes,Agadir,716.0,Métal,2,25386,84.16,26000,90,Semi-remorque,Porteur,1,0.9763846153846154,301.6397338403042,699.0913846153846,0,11,16,5,3,5,0,0.258819045102521,-0.9659258262890682,178.16,1.1310309801929912
222,7,Agadir,Marrakech,253.0,Électronique,0,1353,11.32,1500,14,Camionnette,Semi-remorque,3,0.902,119.52296819787986,228.20600000000002,1,12,17,5,6,5,1,1.2246467991473532e-16,-1.0,105.61,1.192659514398645
223,43,Agadir,Marrakech,253.0,Textile,1,7063,33.84,9000,50,Porteur,Porteur 19T Frigo,2,0.7847777777777778,208.7174940898345,198.5487777777778,1,9,13,4,6,5,1,0.7071067811865476,-0.7071067811865475,93.55,1.3205815923207227
224,33,Marrakech,Tanger,574.0,Textile,1,5368,45.73,9000,50,Porteur,Camionnette,0,0.9146,117.38464902689701,524.9804,0,8,14,6,3,5,0,0.8660254037844387,-0.4999999999999998,78.57,1.2443775736458662
226,14,Fes,Marrakech,533.0,Métal,2,24476,89.34,26000,90,Semi-remorque,Porteur,1,0.9926666666666667,273.9646295052608,529.0913333333333,0,8,16,8,2,4,0,0.8660254037844387,-0.4999999999999998,135.42,1.1548695207231792
229,28,Casablanca,Marrakech,243.0,Métal,2,25579,89.62,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9957777777777779,285.4162017406829,241.97400000000002,1,9,11,2,0,4,0,0.7071067811865476,-0.7071067811865475,90.15,1.3249559082892415
230,28,Fes,Casablanca,302.0,Textile,1,8623,41.62,9000,50,Porteur,Porteur 19T Frigo,2,0.9581111111111111,207.1840461316675,289.3495555555556,1,8,10,2,3,5,0,0.8660254037844387,-0.4999999999999998,112.6,1.3315988647114474
231,43,Marrakech,Agadir,253.0,Textile,1,7196,37.84,9000,50,Porteur,Porteur 19T Frigo,2,0.7995555555555556,190.16913319238898,202.28755555555557,1,8,16,8,3,5,0,0.8660254037844387,-0.4999999999999998,84.52,1.1931112365894974
232,4,Rabat,Tanger,271.0,Textile,1,6572,36.01,9000,50,Porteur,Semi-remorque,3,0.7302222222222222,182.50485976117747,197.89022222222223,1,11,15,4,6,4,1,0.258819045102521,-0.9659258262890682,113.2,1.1934633632050606
233,49,Casablanca,Rabat,87.0,Textile,1,5967,33.24,9000,50,Porteur,Semi-remorque,3,0.6648000000000001,179.51263537906135,57.8376,3,6,14,8,1,4,0,1.0,6.123233995736766e-17,35.63,1.1701149425287358
234,30,Marrakech,Casablanca,243.0,Métal,2,24175,89.1,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.99,271.324354657688,240.57,1,9,14,5,3,5,0,0.7071067811865476,-0.7071067811865475,83.01,1.2200176366843034
235,20,Tanger,Marrakech,574.0,Électronique,0,1378,10.14,1500,14,Camionnette,Porteur,1,0.9186666666666666,135.89743589743588,527.3146666666667,0,9,17,8,5,5,1,0.7071067811865476,-0.7071067811865475,158.62,1.2560975609756098
236,32,Casablanca,Agadir,508.0,Électronique,0,1389,13.67,1500,14,Camionnette,Camionnette,0,0.9764285714285714,101.60936356986102,496.0257142857143,0,11,14,3,6,5,1,0.258819045102521,-0.9659258262890682,71.86,1.2859699355762346
237,27,Tanger,Agadir,800.0,Métal,2,25827,82.15,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9933461538461539,314.388314059647,794.6769230769231,0,11,14,3,2,5,0,0.258819045102521,-0.9659258262890682,312.69,1.3959375
238,23,Casablanca,Agadir,508.0,Textile,1,7270,34.36,9000,50,Porteur,Porteur 19T Frigo,2,0.8077777777777778,211.58323632130384,410.35111111111115,0,9,15,6,1,4,0,0.7071067811865476,-0.7071067811865475,190.86,1.3418166479190101
239,28,Fes,Rabat,198.0,Électronique,0,1421,9.96,1500,14,Camionnette,Porteur 19T Frigo,2,0.9473333333333334,142.6706827309237,187.572,1,7,13,6,5,5,1,0.9659258262890683,-0.25881904510252063,66.05,1.1913780663780664
240,31,Marrakech,Casablanca,243.0,Électronique,0,1331,11.05,1500,14,Camionnette,Camionnette,0,0.8873333333333333,120.4524886877828,215.62199999999999,1,11,17,6,1,4,0,0.258819045102521,-0.9659258262890682,30.82,1.153011597456042
241,8,Rabat,Tanger,271.0,Métal,2,25241,82.33,26000,90,Semi-remorque,Semi-remorque,3,0.9708076923076923,306.58326248026236,263.0888846153846,1,10,18,8,5,5,1,0.49999999999999994,-0.8660254037844387,121.51,1.2810753821823935
242,50,Marrakech,Agadir,253.0,Métal,2,25081,87.54,26000,90,Semi-remorque,Porteur,1,0.9726666666666668,286.50902444596755,246.0846666666667,1,10,12,2,2,4,0,0.49999999999999994,-0.8660254037844387,71.33,1.2815307222421848
243,48,Casablanca,Rabat,87.0,Textile,1,5514,37.04,9000,50,Porteur,Camionnette,0,0.7408,148.866090712743,64.4496,3,11,13,2,0,5,0,0.258819045102521,-0.9659258262890682,11.69,1.2215256008359456
244,31,Casablanca,Agadir,508.0,Électronique,0,1387,9.19,1500,14,Camionnette,Camionnette,0,0.9246666666666666,150.92491838955388,469.73066666666665,0,10,17,7,6,4,1,0.49999999999999994,-0.8660254037844387,82.56,1.4774516821760917
246,25,Rabat,Tanger,271.0,Électronique,0,1497,8.02,1500,14,Camionnette,Porteur 19T Frigo,2,0.998,186.65835411471323,270.458,1,9,14,5,4,5,0,0.7071067811865476,-0.7071067811865475,102.96,1.356879283078545
247,27,Tanger,Casablanca,340.0,Métal,2,25655,81.45,26000,90,Semi-remorque,Porteur 19T Frigo,2,0.9867307692307692,314.97851442602826,335.48846153846154,1,6,10,4,4,4,0,1.0,6.123233995736766e-17,133.11,1.3982142857142859
